@relation 1999Collisions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute C_YEAR {1999}
@attribute C_MNTH {1}
@attribute C_WDAY {1}
@attribute C_HOUR {0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute C_SEV {1,2}
@attribute C_VEHS {01,02,03,05,04,06,08,07,09,10}
@attribute C_CONF {UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}
@attribute C_RCFG {UU,QQ,01,02,03,05,04,06,08,07,09,10}
@attribute C_WTHR {1,2,3,4,5,6,7,8,U,Q}
@attribute C_RSUR {1,2,3,4,5,6,7,8,U,Q}
@attribute C_RALN {1,2,3,4,5,6,7,8,U,Q}
@attribute C_TRAF {UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}
@attribute V_ID {01,02,03,04,05,06,99}
@attribute V_TYPE {NN,UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}
@attribute V_YEAR {NNNN,UUUU,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1990,1991,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1992,1993,1994,1995,1996,1997,1998,1999}
@attribute P_ID {01,02,03,04,05,06,11,13,23,99}
@attribute P_SEX {M,F,U,N}
@attribute P_AGE {UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,77,76,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99}
@attribute P_PSN {UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,96,99}
@attribute P_ISEV {1,2,3,U}
@attribute P_SAFE {UU,02,NN,01,13,12,09,QQ,10,11}
@attribute P_USER {1,2,3,,4,5,6,7,8,9,U}
@attribute C_CASE {752,753,820,932,992,1067,1243,1266,1331,1677,1689,1719,1759,1980,2003,2005,2030,2035,2040,2335,2479,2541,2667,2858,2874,2890,2951,2954,2955,2956,3075,3224,3248,3284,3414,3499,3518,3519,3544,3545,3585,3627,3789,3793,3814,3903,3938,3939,3940,3948,4214,4216,4227,4330,4332,4335,4403,4668,4754,4842,4888,5049,5053,5213,5392,5403,5409,5681,5776,5830,5834,5835,5840,5848,5850,5865,5887,6001,7752,7791,7882,8294,8430,8465,8495,8516,8583,8654,8682,8683,8875,8883,8900,8990,8996,8998,9088,9118,9295,9403,9429,9656,9690,9957,9958,10058,10110,10171,10238,10245,10267,10906,11338,11339,11404,11405,11569,11572,11755,11899,12049,12137,12138,12201,12209,12212,12213,12389,12392,12395,12506,12508,12604,12931,13262,13513,13771,14026,14027,14268,14269,14401,14402,14542,14543,14544,14653,14654,14824,15259,15263,15264,15391,15602,15801,15804,15889,16026,16032,16378,16382,16541,16546,16710,16712,16836,16842,17022,17024,17028,17196,17198,17202,17457,17601,17812,17946,17947,18146,18153,19187,19188,19189,19190,19208,19209,19210,19211,19231,19239,19807,19957,19970,20286,20414,20571,20702,20705,20921,20923,21293,21388,21419,21572,21626,21629,21788,21852,21853,21855,22123,22136,22656,22974,22976,23272,23334,23337,23417,23418,23437,23438,23439,23451,24127,24135,24286,24287,24288,24298,24303,24304,24633,25001,25004,25008,25009,25450,25451,25452,25464,25465,25472,25473,25928,26003,26009,26334,26498,26503,26504,26966,26967,27256,27448,27455,27457,27659,27903,27904,28117,28179,28180,28183,28310,28460,28466,28473,28704,29208,29291,29383,29418,29456,29457,29462,29730,29831,29835,30109,30111,30159}

@data
1999,1,1,14,2,06,QQ,UU,1,2,1,UU,06,UU,1986,01,F,77,11,2,UU,U,3938
1999,1,1,14,2,01,04,UU,1,6,3,05,01,01,1988,01,F,20,11,2,UU,1,4330
1999,1,1,14,2,02,21,02,1,2,1,18,01,01,1995,01,M,UU,11,1,02,1,5865
1999,1,1,14,2,02,21,02,1,2,1,18,02,01,1990,01,F,28,11,2,02,1,5865
1999,1,1,14,2,02,21,02,1,2,1,18,02,01,1990,02,M,37,13,2,02,2,5865
1999,1,1,14,2,02,34,02,1,2,1,18,01,01,1986,01,U,19,11,1,UU,1,9690
1999,1,1,14,2,02,34,02,1,2,1,18,01,01,1986,02,F,16,13,2,02,2,9690
1999,1,1,14,2,02,34,02,1,2,1,18,02,01,1995,01,U,54,11,1,UU,1,9690
1999,1,1,14,2,03,21,01,1,2,2,18,01,01,1991,01,F,29,11,1,02,1,14402
1999,1,1,14,2,03,21,01,1,2,2,18,02,01,1986,01,M,61,11,1,UU,1,14402
1999,1,1,14,2,03,21,01,1,2,2,18,02,01,1986,02,M,92,12,2,01,2,14402
1999,1,1,14,2,03,21,01,1,2,2,18,02,01,1986,03,U,UU,13,1,01,2,14402
1999,1,1,14,2,03,21,01,1,2,2,18,03,01,1996,01,M,57,11,1,02,1,14402
1999,1,1,14,2,01,01,02,1,2,1,01,01,01,1995,01,M,69,11,U,UU,1,14824
1999,1,1,14,2,01,01,02,1,2,1,01,99,NN,NNNN,01,F,02,99,2,UU,3,14824
1999,1,1,14,2,01,01,02,1,2,1,01,99,NN,NNNN,02,F,34,99,2,UU,3,14824
1999,1,1,14,2,02,33,02,1,1,1,01,01,01,1998,01,F,21,11,2,02,1,15263
1999,1,1,14,2,02,33,02,1,1,1,01,02,01,1989,01,M,19,11,U,UU,1,15263
1999,1,1,14,2,02,21,02,1,3,1,18,01,11,1995,01,M,44,11,1,02,1,16541
1999,1,1,14,2,02,21,02,1,3,1,18,02,01,1998,01,M,48,11,2,02,1,16541
1999,1,1,14,2,01,01,02,1,2,1,01,01,09,1995,01,F,54,11,1,UU,1,19209
1999,1,1,14,2,01,01,02,1,2,1,01,99,NN,NNNN,01,F,71,99,2,UU,3,19209
1999,1,1,14,2,01,01,02,1,2,1,01,99,NN,NNNN,02,M,59,99,2,UU,3,19209
1999,1,1,14,2,01,01,02,1,1,1,03,01,09,1998,01,M,54,11,U,UU,1,20705
1999,1,1,14,2,01,01,02,1,1,1,03,99,NN,NNNN,01,F,62,99,2,UU,3,20705
1999,1,1,14,2,02,35,02,1,1,1,18,01,06,1990,01,M,58,11,U,UU,1,21388
1999,1,1,14,2,02,35,02,1,1,1,18,02,01,1989,01,F,44,11,U,UU,1,21388
1999,1,1,14,2,02,35,02,1,1,1,18,02,01,1989,02,F,04,23,2,02,2,21388
1999,1,1,14,2,02,35,02,1,3,1,03,01,07,1996,01,M,40,11,U,UU,1,21626
1999,1,1,14,2,02,35,02,1,3,1,03,02,06,1989,01,M,37,11,1,UU,1,21626
1999,1,1,14,2,02,35,02,1,3,1,03,02,06,1989,02,F,43,13,2,UU,2,21626
1999,1,1,14,2,02,35,02,1,3,1,03,02,06,1989,03,M,76,21,2,UU,2,21626
1999,1,1,14,2,02,35,02,1,3,1,03,02,06,1989,04,F,78,22,2,UU,2,21626
1999,1,1,14,2,02,35,02,1,3,1,03,02,06,1989,05,M,41,23,2,UU,2,21626
1999,1,1,14,2,02,21,01,1,1,1,18,01,01,1993,01,M,17,11,2,02,1,24303
1999,1,1,14,2,02,21,01,1,1,1,18,02,01,1991,01,M,18,11,1,02,1,24303
1999,1,1,14,2,02,21,02,2,3,3,03,01,01,1992,01,F,43,11,U,UU,1,25451
1999,1,1,14,2,02,21,02,2,3,3,03,02,01,1997,01,M,52,11,2,02,1,25451
1999,1,1,14,2,02,21,01,1,2,1,18,01,01,1989,01,M,60,11,1,02,1,27659
1999,1,1,14,2,02,21,01,1,2,1,18,01,01,1989,02,F,57,13,2,02,2,27659
1999,1,1,14,2,02,21,01,1,2,1,18,02,01,1998,01,F,22,11,1,02,1,27659
1999,1,1,14,2,02,21,01,1,2,1,18,02,01,1998,02,U,UU,13,1,02,2,27659
1999,1,1,14,2,03,21,02,1,3,1,01,01,07,1996,01,M,48,11,U,UU,1,28466
1999,1,1,14,2,03,21,02,1,3,1,01,02,01,1996,01,M,71,11,2,02,1,28466
1999,1,1,14,2,03,21,02,1,3,1,01,03,20,1987,01,M,59,11,2,13,U,28466
1999,1,1,14,2,02,33,02,2,3,1,01,01,01,1998,01,M,54,11,2,02,1,29730
1999,1,1,14,2,02,33,02,2,3,1,01,02,01,1989,01,M,19,11,2,02,1,29730
1999,1,1,14,2,02,35,01,1,2,1,18,01,01,1991,01,F,20,11,2,02,1,30109
1999,1,1,14,2,02,35,01,1,2,1,18,02,06,1993,01,M,22,11,1,02,1,30109
1999,1,1,1,2,01,04,01,2,5,4,18,01,06,1998,01,M,20,11,2,02,1,19970
1999,1,1,1,2,01,04,01,2,5,4,18,01,06,1998,02,M,39,13,2,02,2,19970
1999,1,1,1,2,01,04,01,2,5,4,18,01,06,1998,03,M,26,21,2,02,2,19970
1999,1,1,1,2,02,21,02,2,5,1,18,01,01,1989,01,M,20,11,2,02,1,25008
1999,1,1,1,2,02,21,02,2,5,1,18,02,07,1987,01,M,40,11,1,02,1,25008
1999,1,1,11,2,02,34,UU,1,2,2,01,01,06,1988,01,F,30,11,2,02,1,1243
1999,1,1,11,2,02,34,UU,1,2,2,01,02,06,1993,01,M,49,11,2,02,1,1243
1999,1,1,11,2,02,34,UU,1,2,2,01,01,06,1988,01,F,30,11,2,02,1,1266
1999,1,1,11,2,02,34,UU,1,2,2,01,02,06,1993,01,M,49,11,2,02,1,1266
1999,1,1,11,2,02,21,UU,1,5,1,UU,01,01,1994,01,M,32,11,1,UU,1,1331
1999,1,1,11,2,02,21,UU,1,5,1,UU,02,06,1985,01,M,34,11,2,02,1,1331
1999,1,1,11,2,02,21,UU,1,1,1,06,01,01,1996,01,F,41,11,2,02,1,5681
1999,1,1,11,2,02,21,UU,1,1,1,06,02,01,1997,01,F,44,11,1,UU,1,5681
1999,1,1,11,2,02,34,03,1,5,1,18,01,01,1989,01,F,38,11,2,02,1,8990
1999,1,1,11,2,02,34,03,1,5,1,18,02,01,1984,01,F,38,11,2,02,1,8990
1999,1,1,11,2,02,35,02,1,3,2,03,01,06,1985,01,M,33,11,2,02,1,16378
1999,1,1,11,2,02,35,02,1,3,2,03,02,01,1993,01,F,59,11,2,02,1,16378
1999,1,1,11,2,02,35,01,2,3,1,18,01,07,1996,01,M,35,11,2,02,1,20286
1999,1,1,11,2,02,35,01,2,3,1,18,02,01,1988,01,M,69,11,1,02,1,20286
1999,1,1,11,2,02,35,02,3,2,1,18,01,06,1991,01,F,41,11,2,02,1,21629
1999,1,1,11,2,02,35,02,3,2,1,18,02,01,1981,01,M,66,11,2,02,1,21629
1999,1,1,11,2,01,01,QQ,2,5,1,18,01,07,1986,01,M,50,11,U,UU,1,25464
1999,1,1,11,2,01,01,QQ,2,5,1,18,99,NN,NNNN,01,F,78,99,2,UU,3,25464
1999,1,1,11,2,02,35,02,2,3,2,18,01,01,1991,01,M,24,11,2,02,1,28183
1999,1,1,11,2,02,35,02,2,3,2,18,02,20,1988,01,M,29,11,U,UU,U,28183
1999,1,1,11,2,02,21,02,3,5,1,03,01,01,1988,01,F,33,11,U,UU,1,29457
1999,1,1,11,2,02,21,02,3,5,1,03,01,01,1988,02,U,UU,13,1,02,2,29457
1999,1,1,11,2,02,21,02,3,5,1,03,02,01,1991,01,M,19,11,2,02,1,29457
1999,1,1,13,2,02,34,UU,1,1,4,UU,01,06,1994,01,M,22,11,1,UU,1,1677
1999,1,1,13,2,02,34,UU,1,1,4,UU,02,01,1993,01,F,31,11,2,02,1,1677
1999,1,1,13,2,01,01,UU,3,2,1,UU,01,11,UUUU,01,F,37,11,1,UU,1,2005
1999,1,1,13,2,01,01,UU,3,2,1,UU,02,01,1995,01,F,55,11,1,UU,1,2005
1999,1,1,13,2,01,01,UU,3,2,1,UU,99,NN,NNNN,01,F,38,99,2,NN,3,2005
1999,1,1,13,2,02,21,UU,1,1,3,04,01,UU,1986,01,F,47,11,2,02,U,4888
1999,1,1,13,2,02,21,UU,1,1,3,04,02,UU,UUUU,01,M,32,11,1,UU,U,4888
1999,1,1,13,2,01,03,UU,1,3,3,18,01,01,1992,01,F,20,11,2,02,1,7752
1999,1,1,13,2,02,24,03,1,1,1,18,01,01,1992,01,M,20,11,2,01,1,8430
1999,1,1,13,2,02,24,03,1,1,1,18,02,01,1994,01,U,51,11,1,UU,1,8430
1999,1,1,13,2,01,03,UU,1,5,2,18,01,01,1994,01,F,43,11,2,02,1,9958
1999,1,1,13,2,02,31,01,1,3,1,18,01,01,1999,01,M,64,11,U,UU,1,11404
1999,1,1,13,2,02,31,01,1,3,1,18,01,01,1999,02,U,UU,13,1,02,2,11404
1999,1,1,13,2,02,31,01,1,3,1,18,02,01,1996,01,M,71,11,2,01,1,11404
1999,1,1,13,2,02,31,01,1,3,1,18,02,01,1996,02,M,41,23,2,01,2,11404
1999,1,1,13,2,01,01,01,2,3,1,18,01,01,1988,01,M,18,11,1,02,1,11899
1999,1,1,13,2,01,01,01,2,3,1,18,99,NN,NNNN,01,M,38,99,2,UU,3,11899
1999,1,1,13,2,01,01,01,3,2,1,01,01,06,1998,01,M,41,11,1,02,1,14268
1999,1,1,13,2,01,01,01,3,2,1,01,99,NN,NNNN,01,M,93,99,2,UU,3,14268
1999,1,1,13,2,02,33,02,2,2,1,18,01,01,1988,01,M,76,11,2,02,1,19188
1999,1,1,13,2,02,33,02,2,2,1,18,02,01,1992,01,F,29,11,2,02,1,19188
1999,1,1,13,2,02,35,01,5,3,1,18,01,01,1990,01,F,21,11,1,02,1,21852
1999,1,1,13,2,02,35,01,5,3,1,18,02,01,1996,01,F,41,11,1,02,1,21852
1999,1,1,13,2,02,35,01,5,3,1,18,02,01,1996,02,F,45,13,2,02,2,21852
1999,1,1,13,2,03,21,02,1,3,3,04,01,01,1997,01,M,19,11,U,UU,1,22656
1999,1,1,13,2,03,21,02,1,3,3,04,02,06,1997,01,F,42,11,2,02,1,22656
1999,1,1,13,2,03,21,02,1,3,3,04,03,01,1988,01,F,27,11,U,UU,1,22656
1999,1,1,13,1,02,31,01,1,5,1,18,01,01,1989,01,M,29,11,2,02,1,26334
1999,1,1,13,1,02,31,01,1,5,1,18,01,01,1989,02,M,59,13,3,UU,2,26334
1999,1,1,13,1,02,31,01,1,5,1,18,01,01,1989,03,F,UU,21,2,UU,2,26334
1999,1,1,13,1,02,31,01,1,5,1,18,02,01,1998,01,F,48,11,2,02,1,26334
1999,1,1,13,2,02,21,02,1,5,2,18,01,01,1996,01,M,21,11,1,02,1,28117
1999,1,1,13,2,02,21,02,1,5,2,18,02,01,1991,01,M,46,11,2,02,1,28117
1999,1,1,13,2,01,06,02,2,5,1,03,01,01,1993,01,F,43,11,2,02,1,28180
1999,1,1,13,2,03,21,02,1,3,3,01,01,01,1990,01,M,47,11,1,02,1,30159
1999,1,1,13,2,03,21,02,1,3,3,01,02,01,1990,01,F,20,11,2,02,1,30159
1999,1,1,19,2,02,34,UU,1,1,1,UU,01,01,1995,01,M,68,11,1,UU,1,1689
1999,1,1,19,2,02,34,UU,1,1,1,UU,02,01,1992,01,F,30,11,2,02,1,1689
1999,1,1,19,2,02,34,UU,1,1,1,UU,02,01,1992,02,F,08,23,2,02,2,1689
1999,1,1,19,2,01,01,UU,3,5,4,UU,01,01,1997,01,F,23,11,2,02,1,2040
1999,1,1,19,2,01,04,UU,1,5,1,18,01,06,1998,01,F,28,11,2,02,1,3075
1999,1,1,19,2,01,01,UU,1,2,1,06,01,01,1995,01,F,16,11,1,02,1,3284
1999,1,1,19,2,01,01,UU,1,2,1,06,99,NN,NNNN,01,F,45,99,2,UU,3,3284
1999,1,1,19,2,02,21,UU,4,5,1,01,01,01,1987,01,M,19,11,1,02,1,4216
1999,1,1,19,2,02,21,UU,4,5,1,01,01,01,1987,02,F,17,13,1,02,2,4216
1999,1,1,19,2,02,21,UU,4,5,1,01,02,01,1997,01,F,25,11,2,02,1,4216
1999,1,1,19,2,02,21,UU,4,5,1,01,02,01,1997,02,M,25,13,2,02,2,4216
1999,1,1,19,2,02,21,UU,4,3,2,UU,01,01,1984,01,M,47,11,2,02,1,4335
1999,1,1,19,2,02,21,UU,4,3,2,UU,02,UU,1998,01,M,36,11,1,UU,U,4335
1999,1,1,19,2,01,03,UU,4,3,2,UU,01,01,1995,01,F,44,11,2,02,1,4403
1999,1,1,19,2,01,03,UU,4,3,2,UU,01,01,1995,02,F,17,13,2,02,2,4403
1999,1,1,19,2,01,01,UU,1,1,1,18,01,01,1995,01,M,83,11,1,02,1,4754
1999,1,1,19,2,01,01,UU,1,1,1,18,99,NN,NNNN,01,M,45,99,2,UU,3,4754
1999,1,1,19,2,01,04,UU,1,1,3,UU,01,01,1992,01,M,35,11,2,02,1,5213
1999,1,1,19,2,01,04,UU,1,1,3,UU,01,01,1992,02,F,67,13,2,02,2,5213
1999,1,1,19,2,02,41,QQ,2,3,1,18,01,01,1996,01,U,UU,11,U,UU,1,27448
1999,1,1,19,2,02,41,QQ,2,3,1,18,01,01,1996,02,F,35,23,2,01,2,27448
1999,1,1,19,2,02,41,QQ,2,3,1,18,02,01,1997,01,U,UU,11,U,UU,1,27448
1999,1,1,16,2,02,23,UU,1,1,1,18,01,01,1998,01,M,45,11,2,02,1,1719
1999,1,1,16,2,02,23,UU,1,1,1,18,02,01,1989,01,M,17,11,1,UU,1,1719
1999,1,1,16,2,01,01,UU,1,1,1,06,01,01,1991,01,F,34,11,1,02,1,5850
1999,1,1,16,2,01,01,UU,1,1,1,06,99,NN,NNNN,01,M,37,99,2,UU,3,5850
1999,1,1,16,2,01,01,UU,4,3,2,18,01,01,1987,01,U,32,11,1,UU,1,8516
1999,1,1,16,2,01,01,UU,4,3,2,18,99,NN,NNNN,01,M,UU,99,2,NN,3,8516
1999,1,1,16,2,02,34,02,4,3,1,03,01,01,1994,01,F,35,11,2,02,1,10058
1999,1,1,16,2,02,34,02,4,3,1,03,02,06,1995,01,U,24,11,1,UU,1,10058
1999,1,1,16,2,02,33,02,3,2,1,18,01,01,1989,01,M,19,11,2,02,1,14269
1999,1,1,16,2,02,33,02,3,2,1,18,02,06,1997,01,M,40,11,U,UU,1,14269
1999,1,1,16,2,02,21,01,1,3,2,01,01,01,1997,01,M,44,11,1,02,1,14544
1999,1,1,16,2,02,21,01,1,3,2,01,02,01,1997,01,F,68,11,2,02,1,14544
1999,1,1,16,2,02,21,QQ,2,3,1,18,01,20,1985,01,M,38,11,U,UU,U,14654
1999,1,1,16,2,02,21,QQ,2,3,1,18,02,01,1988,01,M,31,11,2,01,1,14654
1999,1,1,16,2,01,01,01,1,3,1,18,01,01,1986,01,M,71,11,1,02,1,17022
1999,1,1,16,2,01,01,01,1,3,1,18,99,NN,NNNN,01,M,66,99,2,UU,3,17022
1999,1,1,16,2,02,33,02,3,3,1,01,01,01,1987,01,F,22,11,2,02,1,21572
1999,1,1,16,2,02,33,02,3,3,1,01,01,01,1987,02,F,41,13,2,02,2,21572
1999,1,1,16,2,02,33,02,3,3,1,01,02,01,1994,01,F,44,11,1,02,1,21572
1999,1,1,16,2,02,23,01,1,3,1,18,01,01,1991,01,M,51,11,1,02,1,23438
1999,1,1,16,2,02,23,01,1,3,1,18,02,01,1990,01,F,29,11,2,02,1,23438
1999,1,1,16,2,02,33,01,1,1,1,01,01,01,1996,01,F,20,11,2,02,1,25473
1999,1,1,16,2,02,33,01,1,1,1,01,02,01,1998,01,M,36,11,1,02,1,25473
1999,1,1,16,2,02,35,01,3,2,1,18,01,01,1987,01,M,18,11,1,02,1,29291
1999,1,1,16,2,02,35,01,3,2,1,18,02,01,1991,01,M,82,11,1,02,1,29291
1999,1,1,16,2,02,35,01,3,2,1,18,02,01,1991,02,F,78,13,2,02,2,29291
1999,1,1,9,2,01,04,UU,3,5,5,18,01,01,1998,01,F,41,11,2,02,1,1759
1999,1,1,9,2,02,34,02,1,1,1,01,01,01,1992,01,F,33,11,2,02,1,2890
1999,1,1,9,2,02,34,02,1,1,1,01,01,01,1992,02,F,UU,23,1,02,2,2890
1999,1,1,9,2,02,34,02,1,1,1,01,02,01,1992,01,F,70,11,1,02,1,2890
1999,1,1,9,2,01,03,UU,1,5,3,18,01,01,1996,01,F,50,11,2,02,1,2951
1999,1,1,9,2,01,03,UU,1,5,3,18,01,01,1996,02,F,44,13,2,02,2,2951
1999,1,1,9,2,02,01,02,1,1,1,06,01,01,1986,01,F,68,11,1,02,1,5848
1999,1,1,9,2,02,01,02,1,1,1,06,02,17,UUUU,01,M,46,11,2,13,4,5848
1999,1,1,9,2,02,34,02,1,5,2,18,01,06,1984,01,M,55,11,2,02,1,10171
1999,1,1,9,2,02,34,02,1,5,2,18,02,01,1986,01,M,60,11,2,02,1,10171
1999,1,1,9,2,02,34,QQ,4,5,1,18,01,01,1990,01,M,22,11,1,02,1,11339
1999,1,1,9,2,02,34,QQ,4,5,1,18,02,01,1997,01,M,25,11,2,02,1,11339
1999,1,1,9,2,02,35,02,1,3,1,01,01,01,1995,01,F,44,11,1,02,1,11755
1999,1,1,9,2,02,35,02,1,3,1,01,02,01,1990,01,F,61,11,2,02,1,11755
1999,1,1,9,2,02,35,02,1,3,1,01,02,01,1990,02,F,65,13,2,02,2,11755
1999,1,1,9,2,02,33,02,1,1,1,01,01,01,1997,01,M,48,11,U,UU,1,12138
1999,1,1,9,2,02,33,02,1,1,1,01,02,01,1989,01,M,79,11,2,02,1,12138
1999,1,1,9,2,01,02,01,1,3,1,18,01,20,1978,01,M,32,11,2,UU,U,12604
1999,1,1,9,2,02,21,UU,U,U,U,UU,01,UU,1998,01,M,38,11,2,02,U,16382
1999,1,1,9,2,02,21,UU,U,U,U,UU,02,UU,1968,01,M,33,11,1,02,U,16382
1999,1,1,9,2,01,01,UU,1,3,U,UU,01,01,1994,01,M,56,11,U,UU,1,17198
1999,1,1,9,2,01,01,UU,1,3,U,UU,99,NN,NNNN,01,M,43,99,2,UU,3,17198
1999,1,1,9,2,02,35,02,1,1,1,01,01,01,1998,01,F,29,11,U,UU,1,17202
1999,1,1,9,2,02,35,02,1,1,1,01,02,01,1998,01,M,52,11,2,02,1,17202
1999,1,1,9,2,01,03,01,3,5,2,18,01,06,1993,01,M,39,11,U,UU,1,23337
1999,1,1,9,2,01,03,01,3,5,2,18,01,06,1993,02,F,52,13,2,02,2,23337
1999,1,1,9,2,03,35,02,1,2,1,01,01,06,1988,01,M,20,11,U,UU,1,23437
1999,1,1,9,2,03,35,02,1,2,1,01,02,01,1993,01,M,62,11,U,UU,1,23437
1999,1,1,9,2,03,35,02,1,2,1,01,03,01,1998,01,M,68,11,2,02,1,23437
1999,1,1,9,2,02,36,02,1,3,1,01,01,01,1994,01,F,23,11,2,02,1,24287
1999,1,1,9,2,02,36,02,1,3,1,01,02,01,1991,01,M,41,11,1,02,1,24287
1999,1,1,9,2,02,21,01,1,5,2,18,01,01,1992,01,F,35,11,2,UU,1,26498
1999,1,1,9,2,02,21,01,1,5,2,18,02,20,1986,01,M,44,11,U,UU,U,26498
1999,1,1,9,2,01,02,01,4,3,1,18,01,01,1990,01,F,43,11,2,02,1,27903
1999,1,1,9,2,01,02,01,4,3,1,18,01,01,1990,02,M,53,13,2,01,2,27903
1999,1,1,2,2,02,34,UU,1,2,2,01,01,01,1997,01,F,33,11,2,02,1,1980
1999,1,1,2,2,02,34,UU,1,2,2,01,02,01,1990,01,M,82,11,1,UU,1,1980
1999,1,1,2,2,01,04,UU,1,6,4,18,01,01,1998,01,F,33,11,2,02,1,6001
1999,1,1,2,2,01,01,02,4,5,1,18,01,QQ,1979,01,M,46,11,U,UU,U,22974
1999,1,1,2,2,01,01,02,4,5,1,18,99,NN,NNNN,01,M,24,99,2,UU,3,22974
1999,1,1,18,2,01,01,UU,3,2,1,18,01,01,1990,01,F,61,11,1,UU,1,2003
1999,1,1,18,2,01,01,UU,3,2,1,18,99,NN,NNNN,01,M,39,99,2,NN,3,2003
1999,1,1,18,2,01,01,UU,1,1,1,UU,01,06,1994,01,F,41,11,2,02,1,4842
1999,1,1,18,2,01,01,UU,1,1,1,UU,01,06,1994,02,M,19,13,2,02,2,4842
1999,1,1,18,2,01,01,02,1,1,1,UU,01,01,1993,01,F,55,11,1,02,1,5049
1999,1,1,18,2,01,01,02,1,1,1,UU,99,NN,NNNN,01,F,74,99,2,UU,3,5049
1999,1,1,18,2,01,04,UU,1,3,2,18,01,01,1993,01,F,29,11,2,02,1,8682
1999,1,1,18,2,02,33,02,1,2,2,01,01,01,1995,01,U,67,11,1,UU,1,9656
1999,1,1,18,2,02,33,02,1,2,2,01,02,01,1987,01,M,36,11,2,02,1,9656
1999,1,1,18,2,02,33,02,3,2,1,01,01,01,1990,01,M,23,11,2,02,1,11405
1999,1,1,18,2,02,33,02,3,2,1,01,02,01,1999,01,M,44,11,U,UU,1,11405
1999,1,1,18,2,01,02,01,1,1,1,18,01,01,1990,01,F,34,11,2,02,1,16712
1999,1,1,18,2,02,33,02,1,1,1,01,01,06,1995,01,F,39,11,2,02,1,19190
1999,1,1,18,2,02,33,02,1,1,1,01,02,01,1995,01,M,70,11,1,02,1,19190
1999,1,1,18,2,02,33,02,1,1,1,01,02,01,1995,02,F,73,13,2,02,2,19190
1999,1,1,18,2,02,35,02,1,2,1,01,01,01,1989,01,M,27,11,1,02,1,19957
1999,1,1,18,2,02,35,02,1,2,1,01,02,01,1992,01,F,26,11,2,02,1,19957
1999,1,1,18,2,02,21,01,1,1,1,18,01,01,1993,01,M,22,11,2,02,1,22136
1999,1,1,18,2,02,21,01,1,1,1,18,02,01,1986,01,U,UU,11,U,UU,1,22136
1999,1,1,18,2,02,35,01,2,3,1,18,01,01,1998,01,M,35,11,2,02,1,25928
1999,1,1,18,2,02,35,01,2,3,1,18,02,01,1995,01,M,22,11,2,02,1,25928
1999,1,1,18,2,02,21,02,1,1,1,UU,01,01,1985,01,M,37,11,2,UU,1,27457
1999,1,1,18,2,02,21,02,1,1,1,UU,02,01,1988,01,F,32,11,U,UU,1,27457
1999,1,1,12,2,01,04,QQ,1,5,3,18,01,01,1993,01,F,25,11,2,02,1,2335
1999,1,1,12,2,01,04,UU,1,1,2,18,01,06,1998,01,M,65,11,2,UU,1,3585
1999,1,1,12,2,02,21,UU,1,2,1,UU,01,06,1991,01,M,45,11,1,02,1,3948
1999,1,1,12,2,02,21,UU,1,2,1,UU,02,01,1993,01,F,28,11,2,02,1,3948
1999,1,1,12,2,02,21,UU,1,2,1,UU,02,01,1993,02,F,06,13,2,02,2,3948
1999,1,1,12,2,02,21,UU,1,2,1,UU,02,01,1993,03,F,05,23,2,02,2,3948
1999,1,1,12,2,02,21,UU,1,1,1,UU,01,01,1994,01,F,42,11,2,02,1,5834
1999,1,1,12,2,02,21,UU,1,1,1,UU,02,01,1997,01,M,31,11,1,02,1,5834
1999,1,1,12,1,01,01,02,1,1,1,06,01,01,1995,01,M,83,11,1,UU,1,5840
